num_adj,num_adv,num_det,num_intj,num_num,num_punct,num_sym,num_comp_sup,num_x,ADJ_NOUN,ADV_ADJ_NOT(NOUN),ADJ_ADJ_NOT(NOUN),NOUN_ADJ_NOT(NOUN),ADV_VERB_PCP_GER_PS_IMPF,num_positive_terms,num_negative_terms,prop_subjective,prop_positive,uppercase_ratio,num_mentions,num_elongated,polarity_emoticons,rating,id
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.111,0,0,0,5,17390
2,1,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0.047,0.0,0.033,0,0,0,2,19760
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.034,0,0,0,5,35848
4,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0.182,0.182,0.046,0,0,0,3,20173
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.007,0,0,0,4,33666
1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0.062,0.062,0.013,0,0,0,3,20942
9,6,12,0,0,0,0,4,0,7,0,0,0,0,7,0,0.103,0.103,0.016,0,0,0,4,12236
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.018,0,0,0,2,1432
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1.0,1.0,0.077,0,0,0,5,23243
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.013,0,0,0,2,38273
2,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.008,0,0,0,3,38930
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.009,0,0,0,2,27706
2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.033,0,0,0,2,6040
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.026,0,0,0,5,34640
4,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0.222,0.222,0.016,0,0,0,5,23669
2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.167,0.167,0.024,0,0,0,3,31268
5,2,5,0,0,0,0,0,0,2,0,2,0,0,1,0,0.038,0.038,0.029,0,0,0,5,34301
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0,0,0,5,8847
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.05,0,0,0,1,24676
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,5,45333
6,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.009,0,0,0,3,38927
1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.019,0,0,0,1,683
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.023,0,0,0,3,39673
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,5,9125
1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.059,0.059,0.009,0,0,0,5,16946
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.026,0,0,0,1,26680
1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.091,0.091,0.018,0,0,0,3,15518
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053,0.0,0.0,0,0,0,2,28218
2,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0.2,0.2,0.023,0,0,0,5,4225
1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.03,0,0,0,5,35795
2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029,0.0,0.03,0,0,0,1,46139
6,8,11,0,1,0,0,2,0,0,0,0,0,0,3,0,0.029,0.029,0.008,0,0,1.0,1,26181
4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.0,0.015,0,0,0,1,45748
2,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0.045,0.045,0.028,0,0,0,3,24258
5,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.029,0.029,0.005,0,0,0,4,13057
2,9,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0.03,0.03,0.016,0,0,0,5,17255
5,4,4,0,0,0,0,1,0,1,0,2,0,0,1,0,0.029,0.029,0.01,0,0,0,1,26242
5,2,5,0,0,0,0,0,0,1,0,2,0,0,3,1,0.095,0.071,0.142,0,0,0,1,5358
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.143,0.0,0.023,0,0,0,3,20456
1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0.05,0.035,0,0,0,3,20896
3,6,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.023,0,0,0,3,31284
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.167,0.167,0.049,0,0,0,3,38840
0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0.125,0.026,0,0,0,5,4134
5,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.037,0,0,0,1,25625
1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.042,0.042,0.009,0,0,0,2,6039
2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.067,0.067,0.068,0,0,0,1,9676
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.111,0,0,0,5,9416
3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.0,0.022,0,0,0,2,1285
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.033,0,0,0,1,18726
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,5,17413
2,3,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0.061,0.03,0.01,0,0,0,3,20192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.071,0,0,0,5,42620
3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.051,0,0,0,3,48145
2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.037,0,0,0,1,10224
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.018,0,0,0,1,26125
2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.4,0.4,0.029,0,0,0,5,35836
3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.071,0.0,0.022,0,0,0,3,39092
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0,0,0,1,18351
3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.015,0,0,0,3,40141
1,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.067,0.067,0.014,0,0,0,4,16610
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.091,0,0,0,4,12879
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.029,0,0,0,1,10350
3,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.019,0,0,0,1,25813
3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0.037,0.0,0.006,0,0,0,3,21128
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.05,0,0,0,4,40639
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0,0,0,4,16622
1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.02,0,0,0,1,14196
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.022,0,0,1.0,1,26330
4,0,2,0,1,0,0,0,0,1,0,2,0,0,1,0,0.045,0.045,0.031,0,0,0,4,40647
2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,0.0,0.004,0,0,0,1,10139
3,3,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0.043,0.043,0.003,0,0,0,2,1368
2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.0,0.042,0,0,0,2,37546
0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,3,20461
4,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0.029,0.029,0.021,0,0,0,3,15767
2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,0.0,0.014,0,0,0,3,21051
3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.0,0.014,0,0,0,1,24660
2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.143,0.143,0.023,0,0,0,5,3957
0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02,0,0,0,1,9767
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,2,18863
3,1,2,0,0,0,0,0,0,2,0,0,1,0,2,1,0.176,0.118,0.022,0,0,0,3,11398
2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.286,0.286,0.026,0,0,0,5,17523
1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.077,0.077,0.012,0,0,0,5,42061
2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.04,0,0,0,4,16271
2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0.05,0.0,0.017,0,0,0,2,915
4,1,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0.375,0.375,0.0,0,0,0,4,21704
3,11,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.024,0,0,0,3,11934
5,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0.03,0.03,0.021,0,0,0,2,28940
8,8,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0.014,0.0,0.011,0,0,0,3,30433
2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0.045,0.045,0.007,0,0,0,4,7738
1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.028,0,0,0,4,7851
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.077,0,0,0,1,14191
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.011,0,0,0,3,24130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.031,0,0,0,2,28055
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.0,0.016,0,0,0,2,19016
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.029,0,0,0,2,26932
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,25109
5,13,8,0,0,0,0,0,0,0,0,0,1,0,3,0,0.073,0.055,0.006,0,0,0,4,40512
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0,0,0,5,22583
4,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.01,0,0,0,2,29145
4,2,4,0,0,0,0,0,0,1,0,2,0,0,3,0,0.111,0.111,0.013,0,0,0,2,37999
0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.009,0,0,0,3,2510
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.025,0,0,0,1,9813
1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.022,0,0,0,4,44469
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.011,0,0,0,2,883
0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.011,0,0,0,5,42109
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043,0.0,0.015,0,0,0,1,9799
2,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0.043,0.043,0.047,0,0,0,2,37784
1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.052,0,0,0,3,40086
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.016,0,0,0,3,2275
2,2,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0.125,0.083,0.016,0,0,0,3,6901
1,4,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0.167,0.167,0.012,0,0,0,4,3361
2,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0.375,0.375,0.0,0,0,0,5,50884
2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.013,0,0,0,1,36770
2,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0.071,0.071,0.013,0,0,0,5,51181
2,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.016,0,0,0,3,21030
1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,2,37694
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.023,0,0,0,1,17741
0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.028,0,0,0,1,4477
1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.022,0,0,0,5,50610
1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.062,0.062,0.012,0,0,0,3,20300
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,1,333
2,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0.111,0.111,0.021,0,0,0,3,16040
2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.037,0,0,0,2,1422
6,1,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.051,0,0,0,5,35451
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.0,0.036,0,0,0,2,15035
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.013,0,0,0,5,50629
7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.0,0.018,0,1,0,2,28943
2,3,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0.022,0.022,0.013,0,0,0,2,27747
1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,45403
3,2,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0.069,0.069,0.012,0,0,0,5,9112
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.023,0,0,0,4,44841
1,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0.074,0.074,0.024,0,0,1.0,1,14639
0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.014,0,0,0,1,9657
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.167,0.167,0.034,0,0,0,4,2693
3,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.011,0,0,0,3,39745
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.03,0,0,0,4,21797
1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.015,0,0,0,4,40982
8,10,6,0,0,0,0,1,0,1,0,2,0,1,0,0,0.0,0.0,0.036,0,0,0,2,5505
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.077,0.0,0.014,0,0,0,1,25520
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.038,0,0,0,2,1268
3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0.136,0.0,0.02,0,0,0,2,37550
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.027,0,0,0,2,27638
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.026,0,0,0,1,359
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.077,0.077,0.083,0,0,0,3,24215
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.059,0.0,0.01,0,0,0,3,39927
2,0,3,0,1,0,0,0,0,0,0,2,0,0,1,1,0.077,0.038,0.014,0,0,0,4,21918
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.067,0.067,0.024,0,0,0,3,11922
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,784
3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0.051,0.026,0.021,0,0,0,2,10721
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.059,0,0,0,4,21467
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.021,0,0,0,2,5978
2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.105,0.105,0.01,0,0,0,5,17265
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,3,1979
2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0.143,0.071,0.0,0,0,0,3,15609
8,8,5,0,0,0,0,0,0,1,1,2,1,0,0,2,0.058,0.0,0.025,0,0,0,2,23971
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.011,0,0,0,2,47426
4,8,8,0,0,0,0,1,1,1,0,0,0,0,0,1,0.014,0.0,0.013,0,0,0,3,44035
2,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.014,0,0,0,2,5695
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.0,0.037,0,0,0,2,47322
3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.286,0.286,0.021,0,0,0,5,17446
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.111,0,0,0,4,33216
1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.025,0,0,0,3,21023
0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.061,0.0,0.006,0,0,0,5,13413
7,8,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.017,0,0,0,2,27926
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.111,0.111,0.033,0,0,0,3,6670
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.048,0,0,0,5,8637
3,1,4,0,0,0,0,2,0,0,0,0,1,0,1,0,0.045,0.045,0.045,0,0,0,3,1872
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01,0,0,0,2,28686
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.333,0,0,0,5,35253
2,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005,0,0,0,3,30594
3,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.051,0.051,0.004,0,0,0,3,39843
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.016,0,0,0,2,28895
2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2,0.2,0.0,0,0,0,4,49429
3,3,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0.051,0.051,0.013,0,0,0,4,49296
